"","Tropical & Subtropical Dry Broadleaf Forests","Tropical & Subtropical Moist Broadleaf Forests","Temperate Broadleaf & Mixed Forests","Temperate Grasslands, Savannas & Shrublands","Tropical & Subtropical Coniferous Forests","Temperate Conifer Forests","Montane Grasslands & Shrublands","Mediterranean Forests, Woodlands & Scrub","Mangroves","Tropical & Subtropical Grasslands, Savannas & Shrubland","Deserts & Xeric Shrublands","Flooded Grasslands & Savannas","Boreal Forests/Taiga","Tundra"
"Salvia mexicana L.",16,9,0,0,71,0,0,0,0,0,7,0,0,0
"Salvia mexicana f. mexicana",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Salvia microphylla Kunth",4,6,0,0,75,0,0,0,0,0,28,0,0,0
"Salvia microphylla var. microphylla",0,0,0,0,21,0,0,0,0,0,4,0,0,0
"Salvia microphylla var. neurepia (Fernald) Epling",0,1,0,0,2,0,0,0,0,0,3,0,0,0
"Salvia microstegia Boiss. & Balansa",0,0,1,1,0,1,0,0,0,0,0,0,0,0
"Salvia minarum Briq.",0,3,0,0,0,0,0,0,0,8,0,0,0,0
"Salvia misella Kunth",103,36,0,0,66,12,0,0,5,0,31,0,0,0
"Salvia mocinoi Benth.",6,32,0,0,66,0,0,0,0,0,1,0,0,0
"Salvia modesta Boiss.",1,0,0,0,7,0,0,0,0,0,0,0,0,0
"Salvia mohavensis Greene",0,0,0,0,0,0,0,0,0,0,38,0,0,0
"Salvia moniliformis Fernald",0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Salvia moorcroftiana Wall. ex Benth.",0,0,2,0,4,4,0,0,0,0,8,0,0,0
"Salvia muelleri Epling",0,0,0,2,3,0,0,0,0,0,4,0,0,0
"Salvia muirii L.Bolus",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Salvia munzii Epling",0,0,0,0,0,0,0,9,0,0,9,0,0,0
"Salvia muscarioides Fernald",1,0,0,0,7,0,0,0,0,0,0,0,0,0
"Salvia namaensis Schinz",0,0,0,0,0,0,0,0,0,1,12,0,0,0
"Salvia nanchuanensis H.t'S.Sun",0,0,7,0,0,0,0,0,0,0,0,0,0,0
"Salvia nanchuanensis var. pteridifolia H.t'S.Sun",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Salvia nemorosa L.",0,0,128,68,0,6,0,2,0,0,2,0,6,0
"Salvia nemorosa subsp. pseudosylvestris (Stapf) Bornm.",0,0,27,25,0,0,0,0,0,0,0,0,1,0
"Salvia nervata M.Martens & Galeotti",0,2,0,0,7,0,0,0,0,0,0,0,0,0
"Salvia nervosa Benth.",0,8,0,0,0,0,0,0,0,23,0,2,0,0
"Salvia nilotica Juss. ex Jacq.",0,17,0,0,0,0,21,0,0,2,0,0,0,0
"Salvia nipponica subsp. nipponica",0,0,64,0,0,1,0,0,0,0,0,0,0,0
"Salvia nipponica Miq.",0,0,41,0,0,3,0,0,0,0,0,0,0,0
"Salvia nitida Benth.",1,0,0,0,11,0,0,0,0,0,0,0,0,0
"Salvia nubicola Wall. ex Sweet",0,0,5,0,1,2,25,0,0,0,3,0,0,0
"Salvia nutans L.",0,0,27,25,0,0,0,0,0,0,0,0,0,0
"Salvia oaxacana Fernald",0,0,0,0,2,0,0,0,0,0,7,0,0,0
"Salvia occidentalis Sw.",70,89,0,0,22,2,1,0,2,1,13,1,0,0
"Salvia officinalis subsp. officinalis",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Salvia officinalis subsp. lavandulifolia (Vahl) Gams",0,0,9,0,0,0,0,62,0,0,0,0,0,0
"Salvia officinalis subsp. oxyodon (Webb & Heldr.) Reales, D.Rivera & Obón",0,0,0,0,0,0,0,10,0,0,0,0,0,0
"Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & Obón",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Salvia omeiana Stibal",0,0,1,0,0,4,0,0,0,0,0,0,0,0
"Salvia omeiana var. grandibracteata E.Peter",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Salvia oppositiflora Ruiz & Pav.",1,17,0,0,0,0,7,0,0,0,2,0,0,0
"Salvia orbignaei Benth.",11,2,0,0,0,0,2,0,0,0,0,0,0,0
"Salvia ovalifolia A.St.-Hil. ex Benth.",0,2,0,0,0,0,0,0,0,1,0,3,0,0
"Salvia ovalifolia var. ovalifolia",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia ovalifolia var. nitidula (Briq.) E.P.Santos",0,2,0,0,1,0,0,0,0,0,0,1,0,0
"Salvia ovalifolia var. villosa Benth.",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Salvia oxyphora Briq.",2,6,0,0,0,0,0,0,0,1,0,0,0,0
"Salvia pachyphylla Munz",0,0,0,0,0,3,0,7,0,0,10,0,0,0
"Salvia pachyphylla subsp. meridionalis R.M.Taylor",0,0,0,0,0,5,0,2,0,0,0,0,0,0
"Salvia pachyphylla subsp. pachyphylla",0,0,0,0,0,0,0,2,0,0,1,0,0,0
"Salvia palaestina Benth.",0,0,0,3,0,0,0,7,0,0,6,0,0,0
"Salvia palealis Epling",1,0,0,0,7,0,0,0,0,0,0,0,0,0
"Salvia pallida Benth.",0,1,0,13,0,0,0,0,0,13,0,9,0,0
"Salvia palmeri A.Gray",3,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia pansamalensis Donn.Sm.",2,9,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia parryi A.Gray",0,0,0,0,3,0,0,0,0,0,11,0,0,0
"Salvia patens Cav.",1,1,0,0,30,0,0,0,0,0,1,0,0,0
"Salvia pauciflora Kunth",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Salvia pauciserrata Benth.",0,15,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia pauciserrata subsp. calocalicina (Briq.) Wood & Harley",0,13,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia pauciserrata subsp. derasa (Benth.) Wood & Harley",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia pauciserrata subsp. erythrocalicina J.R.I.Wood & Harley",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia pauciserrata subsp. lasiocalicina J.R.I.Wood & Harley",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia pauciserrata subsp. pauciserrata",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia peninsularis Brandegee",0,0,0,0,0,0,0,0,0,0,8,0,0,0
"Salvia pennellii Epling",0,0,0,0,7,0,0,0,0,0,0,0,0,0
"Salvia pentstemonoides Kunth & Bauche",0,0,1,2,0,0,0,0,0,0,0,0,0,0
"Salvia perlonga Fernald",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia persepolitana Boiss.",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Salvia personata Epling",9,16,0,0,0,0,7,0,0,7,0,0,0,0
"Salvia phlomoides subsp. phlomoides",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Salvia phlomoides Asso",0,0,0,0,0,2,0,14,0,0,0,0,0,0
"Salvia phlomoides subsp. boissieri (Noë) J.L.Rosúa & Blanca",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia phlomoides subsp. africana (Maire) Greuter & Burdet",0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Salvia pichinchensis Benth.",0,11,0,0,0,0,3,0,0,0,0,0,0,0
"Salvia pinguifolia Wooton & Standl.",0,0,0,0,7,10,0,0,0,0,26,0,0,0
"Salvia pinnata L.",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia pisidica Boiss. & Heldr. ex Benth.",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia plebeia R.Br.",0,65,158,1,8,21,3,0,0,27,31,0,0,0
"Salvia plectranthoides Griff. & Stibal",0,18,13,0,0,4,0,0,0,0,0,0,0,0
"Salvia plurispicata Epling",0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Salvia poculata Nábělek",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Salvia pomifera subsp. calycina (Sm.) Hayek",0,0,0,0,0,0,0,14,0,0,0,0,0,0
"Salvia pomifera subsp. pomifera",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Salvia pomifera L.",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Salvia praestans Epling",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia prasiifolia Benth.",4,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia pratensis L.",0,0,59,0,0,12,0,18,0,0,0,0,1,0
"Salvia pratensis subsp. bertolonii (Vis.) Soó",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia pratensis subsp. pratensis",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Salvia prattii Hemsl.",0,0,1,0,0,10,10,0,0,0,0,0,0,0
"Salvia prionitis Hance",0,9,2,0,0,0,0,0,0,0,0,0,0,0
"Salvia procurrens Benth.",0,18,0,0,0,0,0,0,0,8,0,0,0,0
"Salvia protracta Benth.",5,3,0,0,19,0,0,0,0,0,1,0,0,0
"Salvia prunelloides Kunth",0,2,0,0,69,0,0,0,0,0,8,0,0,0
"Salvia prunifolia Fernald",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia pubescens Benth.",6,0,0,0,8,0,0,0,0,0,3,0,0,0
"Salvia pulchella A.DC.",2,2,0,0,7,0,0,0,0,0,1,0,0,0
"Salvia purpusii Brandegee",0,0,0,0,1,0,0,0,0,0,3,0,0,0
"Salvia pusilla Fernald",4,0,0,0,8,0,0,0,0,0,0,0,0,0
"Salvia pygmaea var. pygmaea",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia pygmaea Matsum.",0,2,1,0,0,0,0,0,0,0,0,0,0,0
"Salvia quercetorum Epling",1,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia radula Benth.",0,0,0,0,0,0,5,0,0,0,3,0,0,0
"Salvia ramamoorthyana Espejo",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia ramosa Brandegee",2,0,0,0,0,0,0,0,0,0,1,0,0,0
"Salvia ranzaniana Makino",0,0,13,0,0,0,0,0,0,0,0,0,0,0
"Salvia raymondii subsp. raymondii",1,2,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia raymondii J.R.I.Wood",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia recurva Benth.",0,8,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia reflexa Hornem.",3,1,75,184,28,54,8,17,0,49,123,0,1,0
"Salvia regla Cav.",3,0,0,0,56,0,0,0,0,0,35,0,0,0
"Salvia remota Benth.",0,0,0,0,10,0,0,0,0,0,0,0,0,0
"Salvia repens Benth.",0,0,2,0,0,0,3,4,0,0,3,0,0,0
"Salvia repens var. repens",0,0,0,0,0,0,8,0,0,0,2,0,0,0
"Salvia repens var. transvaalensis Hedge",0,0,0,0,0,0,2,0,0,0,1,0,0,0
"Salvia repens var. keiensis Hedge",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia reptans Jacq.",11,0,0,0,21,0,0,0,0,0,3,0,0,0
"Salvia retinervia Briq.",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia reuteriana Boiss.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Salvia rhombifolia Ruiz & Pav.",1,2,0,0,0,0,0,1,0,0,5,0,0,0
"Salvia rhyacophila (Fernald) Epling",12,0,0,0,14,0,0,0,0,0,1,0,0,0
"Salvia rhytidea Benth.",0,0,0,0,0,1,8,0,0,0,6,0,0,0
"Salvia ringens Sibth. & Sm.",0,0,16,0,0,0,0,12,0,0,0,0,0,0
"Salvia roborowskii Maxim.",0,0,0,0,0,23,29,0,0,0,0,0,0,0
"Salvia roemeriana Scheele",0,3,0,9,18,0,0,0,0,0,21,0,0,0
"Salvia rosei Fernald",3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rosmarinus Schleiden",7,45,21,8,11,10,1,194,3,4,23,1,0,0
"Salvia rostellata Epling",0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Salvia rubescens Kunth",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rubescens subsp. colombiana (Epling) J.R.I.Wood & Harley",0,3,0,0,0,0,2,0,0,0,0,0,0,0
"Salvia rubescens subsp. dolichothrix J.R.I.Wood & Harley",0,5,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia rubescens subsp. rubescens",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rubescens subsp. truxillensis (Briq.) J.R.I.Wood & Harley",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Salvia rufula Kunth",0,14,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rufula subsp. latens (Benth.) J.R.I.Wood & Harley",0,2,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia rufula subsp. rufula",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rufula subsp. paezorum J.R.I.Wood & Harley",0,2,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rupicola Fernald",0,0,0,0,2,0,0,0,0,0,1,0,0,0
"Salvia rusbyi Britton ex Rusby",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rypara Briq.",7,15,0,0,0,0,6,0,0,6,0,0,0,0
"Salvia rypara subsp. platystoma (Epling) J.R.I.Wood",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia rypara subsp. rypara",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Salvia rzedowskii Ramamoorthy",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia sagittata Ruiz & Pav.",0,12,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia sanctae-luciae Seem.",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia santanae Ramamoorthy ex J.G.González & Guzm.-Hern.",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia sapinea Epling",1,1,0,0,11,0,0,0,0,0,0,0,0,0
"Salvia sarmentosa Epling",0,5,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia scabra Thunb.",0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia scapiformis Hance",0,16,4,0,1,1,0,0,0,0,0,0,0,0
"Salvia schizochila Stibal",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Salvia schlechteri Briq.",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia sclarea L.",0,0,21,2,0,0,1,77,0,0,1,0,0,0
"Salvia sclareoides Brot.",0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Salvia scutellarioides Kunth",0,59,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia semiatrata Zucc.",0,0,0,0,6,0,0,0,0,0,0,0,0,0
"Salvia sessei Benth.",9,0,0,0,16,0,0,0,0,0,0,0,0,0
"Salvia sessilifolia Baker",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia setulosa Fernald",1,1,0,0,12,0,0,0,0,0,0,0,0,0
"Salvia sharpii Epling & Mathias",0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Salvia sikkimensis Peter-Stibal",0,0,0,0,0,3,1,0,0,0,0,0,0,0
"Salvia sinaloensis Fernald",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Salvia sinica Migo",0,0,3,0,0,0,0,0,0,0,0,0,0,0
"Salvia smithii Stibal",0,0,0,0,0,5,0,0,0,0,0,0,0,0
"Salvia somalensis Vatke",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Salvia sonchifolia C.Y.Wu",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia sonomensis Greene.",0,0,0,2,0,8,0,39,0,0,0,0,0,0
"Salvia sophrona Briq.",4,2,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia sordida Benth.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia spathacea Greene",0,0,0,0,0,0,0,19,0,0,0,0,0,0
"Salvia speciosa Presl ex Benth.",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia sphacelifolia Epling",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia sphacelioides subsp. paxfluminensis Fern.Alonso",0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia sphacelioides subsp. trianae J.R.I.Wood & Harley",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia sphacelioides subsp. sphacelioides",0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Salvia sphacelioides Benth.",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia spinosa subsp. maroccana Dobignard",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia spinosa L.",0,0,0,0,0,0,0,4,0,0,6,0,0,0
"Salvia splendens Sellow ex Nees",0,19,14,3,0,2,0,2,0,2,0,1,0,0
"Salvia sprucei Briq.",0,3,0,0,0,0,3,0,0,0,0,0,0,0
"Salvia squalens Kunth",2,9,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia stachydifolia Benth.",2,8,0,0,0,0,15,0,0,2,0,0,0,0
"Salvia stachyoides Kunth",0,2,0,0,12,0,0,0,0,0,0,0,0,0
"Salvia staminea Montbret & Aucher ex Benth.",0,0,0,2,0,2,0,1,0,0,0,0,0,0
"Salvia stenophylla Burch. ex Benth.",0,0,0,0,0,0,6,2,0,1,12,0,0,0
"Salvia stolonifera Benth.",1,0,0,0,5,0,0,0,0,0,0,0,0,0
"Salvia striata Benth.",1,8,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia subincisa Benth.",0,0,0,0,22,22,0,0,0,0,37,0,0,0
"Salvia subrotunda A.St.-Hil. ex Benth.",0,7,0,0,0,0,0,0,0,0,0,1,0,0
"Salvia substolonifera Stibal",0,3,1,0,0,0,0,0,0,0,0,0,0,0
"Salvia sucrensis J.R.I.Wood",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia summa A.Nelson",0,0,0,0,0,1,0,0,0,0,2,0,0,0
"Salvia sylvestris L.",0,0,26,6,0,1,0,5,0,0,3,0,3,0
"Salvia syriaca L.",0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Salvia taraxacifolia Coss. & Bal.",0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Salvia tehuacana Fernald",1,0,0,0,2,0,0,0,0,0,2,0,0,0
"Salvia tepicensis Fernald",5,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia thermarum van Jaarsv.",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia thymoides Benth.",0,0,0,0,1,0,0,0,0,0,8,0,0,0
"Salvia thyrsiflora Benth.",10,0,0,0,30,0,0,0,0,0,0,0,0,0
"Salvia tiliifolia Vahl",19,13,0,0,85,0,0,0,0,0,27,0,0,0
"Salvia tingitana Etl.",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Salvia tolimensis Kunth",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia tomentella Pohl",0,0,0,0,0,0,0,0,0,20,0,0,0,0
"Salvia tomentosa Mill.",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Salvia tonaticensis Ramamoorthy ex Lara Cabrera, Bedolla & Zamudio",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia tortuosa Kunth",1,21,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia trichostephana Epling",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia tricuspidata M.Martens & Galeotti",0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Salvia trijuga Diels",0,1,0,0,0,11,2,0,0,0,0,0,0,0
"Salvia tubifera Cav.",0,1,0,0,11,0,0,0,0,0,0,0,0,0
"Salvia tubiflora Sm.",2,6,0,0,0,0,0,0,0,0,7,0,0,0
"Salvia uliginosa Benth.",0,9,10,5,4,3,0,2,0,2,2,9,0,0
"Salvia umbratica Hance",0,0,24,2,0,0,0,0,0,0,0,0,0,0
"Salvia univerticillata Ramamoorthy ex Klitg.",0,1,0,0,2,0,0,0,0,0,0,0,0,0
"Salvia urica Epling",2,7,0,0,9,0,0,0,0,0,0,0,0,0
"Salvia vaseyi Parish",0,0,0,0,0,0,0,0,0,0,6,0,0,0
"Salvia vazquezii subsp. tancitaroensis J.G.González & A.Vázquez",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia vazquezii Iltis & Ramamoorthy",0,0,0,0,5,0,0,0,0,0,0,0,0,0
"Salvia venulosa Epling",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia verbascifolia M.Bieb.",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Salvia verbenaca L.",2,5,96,63,4,4,9,374,0,6,78,0,0,0
"Salvia verbenaca var. verbenaca",0,0,3,0,0,0,0,54,0,0,12,0,0,0
"Salvia verbenaca subsp. verbenaca",0,0,3,0,0,0,0,16,0,0,0,0,0,0
"Salvia verbenaca subsp. pseudojaminiana (L.Chevall.) Maire",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Salvia verecunda Epling",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia verticillata L.",0,0,256,21,0,21,0,27,0,0,1,0,28,1
"Salvia verticillata subsp. verticillata",0,0,1,0,0,2,0,0,0,0,0,0,0,0
"Salvia verticillata subsp. amasiaca (Freyn & Bornm.) Bornm.",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Salvia villosa Fernald",0,0,0,0,4,0,0,0,0,0,5,0,0,0
"Salvia virgata Jacq.",0,0,3,0,0,0,0,43,0,0,0,0,0,0
"Salvia viridis L.",0,0,0,0,0,0,0,79,0,0,0,0,0,0
"Salvia viscosa Jacq.",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Salvia vitifolia Benth.",1,1,0,0,14,0,0,0,0,0,1,0,0,0
"Salvia vvedenskii Nikitina",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Salvia wagneriana Polak.",0,6,0,0,7,0,0,0,0,0,0,0,0,0
"Salvia wardii Peter-Stibal",0,0,0,0,0,5,4,0,0,0,0,0,0,0
"Salvia whitehousei Alziar",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Salvia xalapensis Benth.",0,6,0,0,0,0,0,0,0,0,0,0,0,0
"Salvia xolocotzii Bedolla & Zamudio",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Salvia yunnanensis C.H.Wright",0,5,0,0,0,0,1,0,0,0,0,0,0,0
"Salvia zamoranensis Zamudio & Bedolla",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Satureja cuneifolia Ten.",0,0,0,0,0,0,0,39,0,0,0,0,0,0
"Satureja hortensis L.",0,0,44,5,0,5,1,8,0,0,0,0,3,0
"Satureja montana subsp. variegata (Host) P.W.Ball",0,0,0,0,0,0,0,2,0,0,0,0,0,0
"Satureja montana L.",0,0,17,0,0,2,0,31,0,0,0,0,0,0
"Satureja montana subsp. montana",0,0,8,0,0,0,0,19,0,0,0,0,0,0
"Satureja montana subsp. macedonica (Formánek) Baden",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Satureja montana subsp. pisidia (Wettst.) Šilić",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Satureja pallaryi J.Thiébaut",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Satureja parnassica Heldr. & Sart. ex Boiss.",0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Satureja parnassica subsp. athoa (K.Malý) Baden",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Satureja parnassica subsp. parnassica",0,0,0,0,0,0,0,6,0,0,0,0,0,0
"Satureja pilosa Velen.",0,0,3,0,0,0,0,1,0,0,0,0,0,0
"Satureja salzmannii P.W.Ball",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Satureja spinosa L.",0,0,0,0,0,0,0,7,0,0,0,0,0,0
"Satureja subspicata subsp. subspicata",0,0,0,1,0,0,0,2,0,0,0,0,0,0
"Satureja thymbra L.",0,0,0,0,0,0,0,44,0,0,0,0,0,0
"Schnabelia nepetifolia (Benth.) P.D.Cantino",0,0,1,0,0,0,0,0,0,0,2,0,0,0
"Schnabelia oligophylla Hand.-Mazz.",0,10,5,0,0,3,0,0,0,0,0,0,0,0
"Schnabelia terniflora (Maxim.) P.D.Cantino",0,1,3,0,0,3,0,0,0,0,0,0,0,0
"Schnabelia tetradonta (Y.Z.Sun) C.Y.Wu & C.Chen",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Scutellaria alpina L.",0,0,30,2,0,7,0,28,0,0,0,0,0,0
"Scutellaria altissima L.",0,0,81,15,0,1,0,2,0,0,0,0,3,0
"Scutellaria amabilis Hara",0,0,14,0,0,0,0,0,0,0,0,0,0,0
"Scutellaria amoena Wright",0,13,0,0,0,15,6,0,0,0,0,0,0,0
"Scutellaria amoena var. cinerea Hand.-Mazz.",0,2,0,0,0,1,0,0,0,0,0,0,0,0
"Scutellaria araxensis Grossh.",0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Scutellaria baicalensis Georgi",0,5,85,50,0,2,4,0,0,0,1,16,7,0
"Scutellaria barbata D.Don",0,49,38,0,0,1,0,0,0,0,0,0,0,0
"Scutellaria bolanderi subsp. austromontana Epling",0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Scutellaria bolanderi subsp. bolanderi",0,0,0,0,0,1,0,3,0,0,0,0,0,0
"Scutellaria bolanderi A.Gray",0,0,0,0,0,1,0,7,0,0,0,0,0,0
"Scutellaria chamaedrifolia Hedge & A.J.Paton",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Scutellaria cordifolia (Cham. & Schltdl.) Benth.",0,15,0,0,1,0,0,0,0,0,0,0,0,0
"Scutellaria floridana Chapm.",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Scutellaria galericulata L.",0,0,101,18,0,44,2,4,0,0,6,0,48,9
"Scutellaria hirta Sibth. & Sm.",0,0,0,0,0,0,0,5,0,0,0,0,0,0
"Scutellaria indica var. indica",0,0,36,0,0,0,0,0,0,0,0,0,0,0
"Scutellaria indica f. parvifolia Makino",0,0,44,0,0,0,0,0,0,0,0,0,0,0
"Scutellaria indica L.",0,35,115,0,0,2,0,0,0,0,0,0,0,0
"Scutellaria indica var. subacaulis (Y.Z.Sun ex C.H.Hu)",0,4,0,0,0,0,0,0,0,0,0,0,0,0
"Scutellaria indica var. elliptica Y.Z.Sun ex C.H.Hu",0,6,4,0,0,0,0,0,0,0,0,0,0,0
"Scutellaria integrifolia L.",0,0,68,1,0,89,0,0,0,3,0,0,0,0
"Scutellaria lateriflora L.",0,0,300,121,0,32,0,0,0,0,0,0,44,0
"Scutellaria likiangensis Diels",0,2,0,0,0,2,0,0,0,0,0,0,0,0
"Scutellaria linearis Benth.",0,0,1,0,2,0,0,0,0,0,4,0,0,0
"Scutellaria litwinowii Bornm. & Sint.",0,0,0,0,0,0,3,0,0,0,1,0,0,0
"Scutellaria luteocaerulea Bornm. & Sint.",0,0,0,0,0,0,2,0,0,0,2,0,0,0
"Scutellaria minor Huds.",0,0,20,0,0,0,0,24,0,0,0,0,0,0
"Scutellaria mociniana Benth.",0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Scutellaria multiglandulosa Small ex Harper",0,0,0,0,0,7,0,0,0,0,0,0,0,0
"Scutellaria nervosa Pursh",0,0,19,6,0,0,0,0,0,0,0,0,0,0
"Scutellaria orientalis subsp. pinnatifida J.R.Edm.",0,0,0,0,0,0,0,15,0,0,0,0,0,0
"Scutellaria orientalis L.",0,0,27,5,0,1,0,3,0,0,0,0,0,0
"Scutellaria orientalis subsp. demnatensis Batt.",0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Scutellaria orientalis subsp. hispanica (Boiss.) Greuter & Burdet",0,0,0,0,0,0,0,2,0,0,0,0,0,0
